1317402965.6403520,-1.3995263,1.9988689,1.9957464,-1.3962857,1.9967168,1.9933982,-1.3888120,-1.3918808,-1.3934139,-1.3964502,-1.3963276,-1.3932716,-1.3902286,0.7917843,-1.3994295
1317402965.7403100,2.0359603,-1.3785120,0.8080666,2.0360683,-1.3846686,-1.3816050,2.0327214,-1.3909435,0.8131417,-1.3847993,-1.3878361,0.8100143,-2.6931882,-1.3845836,-1.3892304
1317402965.8506100,2.0824491,2.0823698,2.0856579,0.8399403,2.0846659,0.2424444,-1.3690728,-1.3659624,-1.3785656,-1.3754829,-1.3783472,-1.3723709,-1.3692983,-1.3662072,-2.6933630
1317402965.9503620,-1.3582340,-1.3613125,-1.3504709,-1.3520117,-1.3551212,0.8701663,-1.3475664,-1.3522368,2.1354899,2.1392162,-2.6861300,-1.3474221,-2.6749718,-1.3520831,-2.6781563
1317402966.0503321,-1.3336945,-1.3321365,-1.3290068,-1.3258908,-1.3227893,-2.6736336,-2.6704760,2.1986242,-1.3260508,-1.3354021,-1.3322759,2.1954792,-2.6641251,-1.3289363,-1.3258264
1317402966.1603279,0.9577366,0.9589436,0.9557789,2.2622307,-2.6567218,-2.6535883,-2.6473365,-2.6504797,-2.6598857,2.2590847,-1.3018865,-1.3097314,-1.2956402,-1.3050332,-1.3081695
1317402966.2603400,1.0037084,-1.2696029,-1.2822134,-2.6438361,-2.6407251,2.3235782,-1.2727474,2.3230811,2.3219232,2.3249969,-1.2759072,-1.2790653,-1.2664600,-1.2680482,1.0036223
1317402966.3704021,1.0584351,1.0615607,2.3866497,1.0601060,-1.2473334,-2.6182004,-2.6151377,-1.2472952,-1.2440977,-1.2361733,-1.2503739,-1.2409207,-1.2393403,-1.2361912,-2.6120263
1317402966.4703691,-1.2083569,-2.6081845,-1.2051459,-1.2052605,-1.2004470,1.1225124,-1.2004665,-1.2084615,2.4468703,-2.6051150,-1.1972663,-1.2020847,-1.2116786,-1.1972612,-1.2116374
1317402966.5803270,-2.5866687,-2.5836648,-1.1709601,-1.1677189,-1.1644954,-1.1612564,-1.1741666,-1.1693324,-1.1725599,-1.1758712,-1.1629539,-1.1694244,-1.1629044,-1.1661085,-1.1757830
1317402966.6803000,-2.5774195,-2.5833546,-2.5803149,2.5630291,2.5644735,-2.5862862,-2.5698837,-1.1272682,-1.1289203,-1.1256591,-1.1240010,2.5623431,-1.1305108,-1.1337698,-1.1354069
1317402966.7803340,-2.5683259,-2.5717248,2.6170469,-1.0826507,-1.0925200,-1.0892237,-1.0859338,-1.0776954,2.6156527,-1.0793397,-1.0860628,-1.0762089,-1.0893725,-2.5594905,-2.5581164
1317402966.8904450,-1.0426561,-1.0408630,-1.0341818,-1.0308634,2.6675185,-1.0309994,-1.0276951,-2.5495258,-2.5465085,-2.5436359,2.6682689,-2.5620150,2.6693223,2.6666154,-1.0376867
1317402966.9903181,1.4491591,-2.5472757,-2.5446420,-2.5389301,-2.5419640,-0.9890925,-0.9856652,-2.5514466,-2.5544139,-2.5500809,-0.9806382,-2.5599450,-2.5573936,-0.9924475,-0.9822896
1317402967.1003201,-2.5400566,-2.5428869,2.7619435,-2.5543832,-2.5582104,-2.5609811,-2.5514307,2.7599172,2.7622843,-2.5554114,-2.5484255,1.5197999,1.5210948,1.5150751,1.5180763
