1317402965.6403520,30.5503139,8.1080210,8.1369954,30.5315329,8.0563858,8.0717218,30.6982370,30.6739495,30.6471978,30.5931125,30.5132804,30.5653950,30.6015368,41.3965031,30.5028479
1317402965.7403100,8.1483109,30.5770648,41.0772527,8.1708546,30.4952852,30.5496529,8.1762071,30.5080011,41.1074123,30.5711722,30.5121728,41.0998024,25.1634205,30.4782692,30.4407609
1317402965.8506100,8.3306695,8.3947372,8.3907413,41.0765266,8.4261774,14.4080513,30.4445197,30.4752800,30.4212277,30.4365766,30.3759685,30.4422135,30.4938298,30.5316171,24.4244296
1317402965.9503620,30.2600646,30.2268263,30.3404543,30.3341216,30.3112645,40.7262803,30.3774087,30.3701515,8.5274270,8.5863462,23.7073250,30.3234383,23.6280450,30.2999040,23.6822528
1317402966.0503321,30.0878510,30.0981898,30.1253891,30.1662102,30.1876797,23.0533355,23.0227834,8.7991586,30.2707782,30.1419483,30.1605891,8.8627413,22.9443999,30.1815394,30.2058894
1317402966.1603279,40.4059837,40.4299501,40.4185018,9.0642764,22.3336326,22.3298068,22.3067201,22.3145711,22.3519544,9.0783442,29.9678199,29.8782467,29.9961790,29.9523817,29.9280202
1317402966.2603400,40.2439740,29.7532692,29.6687788,21.7127031,21.7039336,9.4455550,29.7034716,9.4459791,9.5214117,9.5063566,29.6957418,29.6810120,29.7824656,29.8690528,40.3918007
1317402966.3704021,40.3056050,40.3381550,9.8336059,40.1681159,29.4716020,20.9675068,20.9525877,29.3751541,29.4405843,29.4995599,29.3872338,29.4512947,29.4789014,29.5606344,20.9441909
1317402966.4703691,29.1477401,20.4212734,29.1716415,29.2322138,29.2811353,40.2637238,29.1930049,29.2137110,10.2600567,20.4117981,29.1929462,29.2304142,29.2049849,29.2896222,29.1264788
1317402966.5803270,19.7264982,19.6900373,28.7810468,28.7967419,28.8212704,28.8572346,28.7552765,28.7995540,28.7830954,28.7624094,28.8507577,28.7959500,28.8092295,28.8315535,28.7637721
1317402966.6803000,19.0658477,19.1238882,19.1236378,11.3527149,11.2991613,19.1705515,19.0420859,28.4008268,28.4736288,28.4856189,28.4384502,11.1982613,28.4037233,28.4055895,28.3751059
1317402966.7803340,18.4214883,18.4904651,11.7309338,27.9671392,27.9331509,27.9382020,27.9502839,28.0173939,11.7704258,28.0165223,28.0200713,28.0505063,28.0008359,18.3356199,18.3100962
1317402966.8904450,27.5282001,27.4685961,27.5037804,27.5128434,12.3256626,27.5727270,27.5726485,17.7220997,17.7146549,17.6897657,12.2657578,17.7623146,12.3629529,12.4093194,27.5342028
1317402966.9903181,40.9143693,17.1015306,17.0421527,16.9869684,16.9929319,26.9972555,27.0403537,17.1539578,17.1634033,17.1370002,27.0563833,17.2402066,17.1752119,26.9857780,27.0674129
1317402967.1003201,16.3109662,16.3340706,13.3818866,16.4105635,16.4895021,16.5207034,16.3958649,13.5371834,13.4501129,16.4670766,16.3928079,41.1589627,41.3112743,41.2342694,41.2826221
1317402967.2002859,15.6351373,15.8196775,15.6274956,15.6181108,15.5888384,15.8260669,15.7965594,15.7510310,15.7394324,15.6907323,41.5647971,41.5436261,41.6890736,15.5977254,13.9055102
1317402967.3002789,14.3673715,14.6755260,14.6735925,14.2429641,14.2581113,14.5338677,14.5232370,14.5186858,14.5066814,14.4763065,14.4425124,14.4360723,14.3971398,14.3848838,14.6352330
1317402967.4104650,42.6779894,15.0277443,15.0514589,12.9610056,14.2213137,14.2100771,15.0499528,14.2852702,14.3555835,14.6843113,14.4294197,14.4482671,42.6391957,42.5887554,14.3408412
1317402967.5102830,15.9573763,13.8090739,13.8491276,15.7932508,13.7691727,13.6709349,13.9092115,13.9548569,13.8749821,13.7319794,13.6969883,43.1519746,13.5567474,30.7079059,43.2052215
1317402967.6203120,13.4795812,13.4988126,16.0932188,16.3759630,15.9844381,15.9521646,15.9237320,15.8808237,16.0217139,16.0063963,15.9588658,16.0684365,16.1820262,16.1961264,43.8234167
1317402967.7202590,12.6833156,16.5303241,12.7029381,12.7545620,12.6237116,16.8340184,12.7939684,16.8651122,44.4712678,16.4881984,12.8346506,44.4917315,16.9203089,44.5254520,44.5834249
