1317402965.6403520,0.0000000,-0.2732957
1317402965.7403100,0.1270793,-0.0147160
1317402965.8506100,0.1585847,-0.0221540
1317402965.9503620,0.1633421,-0.0255640
1317402966.0503321,0.1767965,-0.0319830
1317402966.1603279,0.2108287,-0.0401410
1317402966.2603400,0.2065184,-0.0381980
1317402966.3704021,0.2428541,-0.0465140
1317402966.4703691,0.2344847,-0.0472790
1317402966.5803270,0.2694777,-0.0524950
1317402966.6803000,0.2562754,-0.0475090
1317402966.7803340,0.2666366,-0.0521480
1317402966.8904450,0.3072989,-0.0607330
1317402966.9903181,0.2917033,-0.0554280
1317402967.1003201,0.3350835,-0.0627000
1317402967.2002859,0.3157220,-0.0583750
1317402967.3002789,0.3300094,-0.0571820
1317402967.4104650,0.3822788,-0.0618070
1317402967.5102830,0.3649495,-0.0557630
1317402967.6203120,0.4220507,-0.0594620
1317402967.7202590,0.4032165,-0.0507820
1317402967.8202910,0.4231409,-0.0471600
1317402967.9304321,0.4894159,-0.0483330
1317402968.0303199,0.4675283,-0.0414500
1317402968.1302819,0.4879868,-0.0396490
1317402968.2403231,0.5631738,-0.0395420
1317402968.3403001,0.5342116,-0.0311430
1317402968.4403241,0.5579419,-0.0269530
1317402968.5503299,0.6397589,-0.0233920
1317402968.6502659,0.6049073,-0.0154380
1317402968.7602870,0.6902955,-0.0127790
1317402968.8604801,0.6509648,-0.0109910
1317402968.9603181,0.6721146,-0.0105920
1317402969.0702479,0.7622299,-0.0110473
1317402969.1702781,0.7142072,-0.0101350
1317402969.2703900,0.7312851,-0.0104750
1317402969.3804190,0.8238402,-0.0111300
1317402969.4802570,0.7619933,-0.0102920
1317402969.5802369,0.7712099,-0.0110380
1317402969.6902730,0.8541165,-0.0129920
1317402969.7902429,0.7812760,-0.0125670
1317402969.9003870,0.8634681,-0.0151640
1317402970.0002520,0.7891998,-0.0141100
1317402970.1002560,0.7942488,-0.0159020
1317402970.2102189,0.8778932,-0.0219540
1317402970.3102300,0.8038655,-0.0246130
1317402970.4104691,0.8074256,-0.0290430
1317402970.5202169,0.8921331,-0.0350080
1317402970.6202779,0.8140232,-0.0330930
1317402970.7302339,0.8982744,-0.0359940
1317402970.8302300,0.8189848,-0.0317630
1317402970.9303391,0.8208715,-0.0314670
1317402971.0402479,0.9044382,-0.0345140
1317402971.1401801,0.8229797,-0.0306720
1317402971.2502899,0.9065770,-0.0327140
1317402971.3504930,0.8249667,-0.0283520
1317402971.4502470,0.8287410,-0.0277240
1317402971.5603261,0.9106584,-0.0291360
1317402971.6602349,0.8224988,-0.0262630
1317402971.7602301,0.8196763,-0.0259810
1317402971.8703511,0.9003118,-0.0291500
1317402971.9702411,0.8172095,-0.0262280
1317402972.0802131,0.8962602,-0.0274060
1317402972.1802461,0.8104509,-0.0238650
1317402972.2802069,0.8075159,-0.0216600
1317402972.3903849,0.8826944,-0.0212470
1317402972.4901690,0.7965834,-0.0153310
1317402972.5902059,0.7895218,-0.0126590
1317402972.7001750,0.8603734,-0.0123920
1317402972.8001909,0.7777024,-0.0116390
1317402972.9102840,0.8572360,-0.0139130
1317402973.0101709,0.7782734,-0.0100460
1317402973.1102171,0.7857527,-0.0085240
1317402973.2201960,0.8778950,-0.0051240
1317402973.3201661,0.8109359,0.0000340
1317402973.4203401,0.8271401,0.0034090
1317402973.5301781,0.9260622,0.0072390
1317402973.6301470,0.8576978,0.0077730
1317402973.7301800,0.8726996,0.0079850
1317402973.8401599,0.9777819,0.0078260
1317402973.9401901,0.9067860,0.0052960
1317402974.0501659,1.0167206,0.0021120
1317402974.1501760,0.9406076,-0.0002620
1317402974.2501910,0.9529443,-0.0010870
1317402974.3604021,1.0635683,-0.0004920
1317402974.4602499,0.9783287,-0.0001780
1317402974.5601530,0.9899217,0.0000020
1317402974.6701560,1.0969069,-0.0000610
1317402974.7702670,1.0029697,-0.0001560
1317402974.8803329,1.1008799,0.0001290
1317402974.9801731,0.9976901,0.0006470
1317402975.0801411,0.9956737,0.0013320
1317402975.1901319,1.0935480,0.0026240
1317402975.2901211,0.9931164,0.0027590
1317402975.3902640,0.9903081,0.0026060
1317402975.5001860,1.0858236,0.0025880
1317402975.6001289,0.9847715,0.0010020
1317402975.7101431,1.0780468,-0.0008060
1317402975.8101380,0.9766658,-0.0032060
1317402975.9102819,0.9723671,-0.0048490
1317402976.0201731,1.0667072,-0.0065980
1317402976.1201050,0.9641072,-0.0060350
1317402976.2301109,1.0568195,-0.0062740
1317402976.3301079,0.9544899,-0.0056900
1317402976.4302030,0.9514913,-0.0055520
1317402976.5400951,1.0409954,-0.0060210
1317402976.6400981,0.9432441,-0.0043110
1317402976.7401710,0.9407908,-0.0037470
1317402976.8501630,1.0331872,-0.0028370
1317402976.9503081,0.9356402,-0.0020020
1317402977.0600951,1.0221449,-0.0019730
1317402977.1600690,0.9239429,-0.0015880
1317402977.2600601,0.9199870,-0.0015020
1317402977.3702941,1.0119948,-0.0008640
1317402977.4700511,0.9144171,0.0002330
1317402977.5700810,0.9145337,0.0007880
1317402977.6800621,1.0034854,0.0011910
1317402977.7800710,0.9111822,0.0012800
1317402977.8902020,0.9969061,0.0009620
1317402977.9900761,0.9042951,0.0017970
1317402978.0901120,0.9025815,0.0022810
1317402978.2000611,0.9889400,0.0039030
1317402978.3001189,0.8981169,0.0055310
1317402978.4002450,0.8965411,0.0086200
1317402978.5101049,0.9852781,0.0100510
1317402978.6100609,0.8921485,0.0109550
1317402978.7200561,0.9814685,0.0134510
1317402978.8200929,0.8889038,0.0130180
1317402978.9204090,0.8868130,0.0123880
1317402979.0300291,0.9739460,0.0142270
1317402979.1300809,0.8835918,0.0129750
1317402979.2300639,0.8806846,0.0129660
1317402979.3400490,0.9656581,0.0131150
1317402979.4400909,0.8775452,0.0130950
1317402979.5501070,0.9654573,0.0138410
1317402979.6501081,0.8763417,0.0127650
1317402979.7500401,0.8725399,0.0104640
1317402979.8602080,0.9586446,0.0080410
1317402979.9601040,0.8713270,0.0049730
1317402980.0600290,0.8719021,0.0036090
1317402980.1699989,0.9582619,0.0043050
1317402980.2701840,0.8692099,0.0049880
1317402980.3801661,0.9564548,0.0066030
1317402980.4800191,0.8689936,0.0056350
1317402980.5800681,0.8670046,0.0060400
1317402980.6900420,0.9518349,0.0066590
1317402980.7900071,0.8638240,0.0063250
1317402980.8902330,0.8616100,0.0067760
1317402981.0000050,0.9467856,0.0077940
1317402981.1000090,0.8623349,0.0067740
1317402981.2100329,0.9490705,0.0078070
1317402981.3100100,0.8652158,0.0072620
1317402981.4100399,0.8619063,0.0064520
1317402981.5200090,0.9486294,0.0068930
1317402981.6200130,0.8618261,0.0067290
1317402981.7300270,0.9487561,0.0076250
1317402981.8300040,0.8618054,0.0078640
1317402981.9300449,0.8615410,0.0077100
1317402982.0400200,0.9470870,0.0072500
1317402982.1400299,0.8610402,0.0067260
1317402982.2400730,0.8618994,0.0059560
1317402982.3500700,0.9466095,0.0051580
1317402982.4500389,0.8609448,0.0046740
1317402982.5600140,0.9460777,0.0049900
1317402982.6599801,0.8610753,0.0056950
1317402982.7600060,0.8604464,0.0051770
1317402982.8701839,0.9449404,0.0053670
1317402982.9699979,0.8572083,0.0040800
1317402983.0699821,0.8558295,0.0035890
1317402983.1799710,0.9413513,0.0021180
1317402983.2800231,0.8558266,0.0009270
1317402983.3902271,0.9408529,0.0013650
1317402983.4899750,0.8533575,0.0013220
1317402983.5899670,0.8503473,0.0008940
1317402983.7000439,0.9295114,0.0012790
1317402983.7999780,0.8426609,-0.0001080
1317402983.9001200,0.8414837,-0.0001020
1317402984.0099521,0.9230506,0.0007360
1317402984.1099670,0.8369776,0.0003790
1317402984.2199240,0.9156724,0.0009830
1317402984.3199520,0.8287885,-0.0001720
1317402984.4201770,0.8236940,0.0003110
1317402984.5299530,0.9023506,0.0003640
1317402984.6299419,0.8137274,0.0002920
1317402984.7399671,0.8888505,0.0018130
1317402984.8399291,0.8079228,0.0016200
1317402984.9399569,0.7999795,0.0034810
1317402985.0499139,0.8805306,0.0023720
1317402985.1499469,0.7927807,0.0035080
1317402985.2500269,0.7889155,0.0047770
1317402985.3600681,0.8610389,0.0065540
1317402985.4599540,0.7769213,0.0080600
1317402985.5599289,0.7758082,0.0094820
1317402985.6699159,0.8480083,0.0127280
1317402985.7700770,0.7677025,0.0131090
1317402985.8800380,0.8381513,0.0151390
1317402985.9800129,0.7591263,0.0134280
1317402986.0799489,0.7503544,0.0131320
1317402986.1899149,0.8212808,0.0142370
1317402986.2898970,0.7386876,0.0120040
1317402986.3900740,0.7360091,0.0129230
1317402986.4998741,0.8088258,0.0142980
1317402986.5998900,0.7356433,0.0118460
1317402986.7098839,0.8004862,0.0117790
1317402986.8099151,0.7219510,0.0088610
1317402986.9100239,0.7205821,0.0065430
1317402987.0199060,0.7926290,0.0036470
1317402987.1198969,0.7261259,0.0002790
1317402987.2298801,0.7958218,-0.0015110
1317402987.3298860,0.7247419,-0.0027880
1317402987.4299071,0.7226110,-0.0027790
1317402987.5399630,0.7910452,-0.0038960
1317402987.6399000,0.7236512,-0.0045040
1317402987.7498901,0.7936689,-0.0055650
1317402987.8500581,0.7203297,-0.0056100
1317402987.9499841,0.7166195,-0.0057150
1317402988.0598741,0.7801235,-0.0055210
1317402988.1599159,0.7080683,-0.0052200
1317402988.2599249,0.7031207,-0.0041100
1317402988.3699739,0.7671059,-0.0028200
1317402988.4698811,0.6909550,-0.0019320
1317402988.5798540,0.7626709,0.0005200
1317402988.6798711,0.6879854,0.0036920
1317402988.7798550,0.6812136,0.0067710
1317402988.8899190,0.7415133,0.0115850
1317402988.9898629,0.6669092,0.0138420
1317402989.0898731,0.6615727,0.0148170
1317402989.1998639,0.7204847,0.0175030
1317402989.2998459,0.6493658,0.0161990
1317402989.3999491,0.6457613,0.0167070
1317402989.5098760,0.7042436,0.0190840
1317402989.6098270,0.6328278,0.0170750
1317402989.7198501,0.6893834,0.0191570
1317402989.8198819,0.6247655,0.0176210
1317402989.9202011,0.6112564,0.0171700
1317402990.0298331,0.6721863,0.0174430
1317402990.1298599,0.6043866,0.0143840
